"Date;Rented Bike Count;Hour;Temperature(°C);Humidity(%);Wind speed (m/s);Visibility (10m);Dew point temperature(°C);Solar Radiation (MJ/m2);Rainfall(mm);Snowfall (cm);Seasons;Holiday;Functioning Day"
"07/02/2018;176;11;-7;28;33;1829;-224;156;0;0;Winter;No Holiday;Yes"
"07/02/2018;188;12;-6;24;26;1964;-233;197;0;0;Winter;No Holiday;Yes"
"07/02/2018;228;13;-45;23;26;1937;-225;212;0;0;Winter;No Holiday;Yes"
"07/02/2018;199;14;-35;20;15;1976;-232;202;0;0;Winter;No Holiday;Yes"
"07/02/2018;221;15;-21;20;23;1961;-221;187;0;0;Winter;No Holiday;Yes"
"07/02/2018;240;16;-17;18;2;1919;-229;141;0;0;Winter;No Holiday;Yes"
"07/02/2018;320;17;-23;20;22;1994;-222;77;0;0;Winter;No Holiday;Yes"
"07/02/2018;448;18;-4;27;25;2000;-202;16;0;0;Winter;No Holiday;Yes"
"07/02/2018;280;19;-52;33;26;2000;-19;0;0;0;Winter;No Holiday;Yes"
"07/02/2018;218;20;-58;44;21;1994;-161;0;0;0;Winter;No Holiday;Yes"
"07/02/2018;223;21;-63;48;22;1965;-155;0;0;0;Winter;No Holiday;Yes"
"07/02/2018;200;22;-68;50;17;1856;-155;0;0;0;Winter;No Holiday;Yes"
"07/02/2018;164;23;-76;50;1;1839;-162;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;136;0;-82;50;11;1850;-168;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;126;1;-85;60;12;1908;-148;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;103;2;-83;65;4;1750;-137;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;57;3;-86;64;9;1754;-141;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;46;4;-9;54;6;1833;-166;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;39;5;-9;56;4;1678;-161;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;99;6;-93;61;7;1684;-154;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;255;7;-96;67;1;1503;-145;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;507;8;-97;65;8;1508;-15;2;0;0;Winter;No Holiday;Yes"
"08/02/2018;270;9;-85;55;1;1482;-159;4;0;0;Winter;No Holiday;Yes"
"08/02/2018;160;10;-63;46;13;1346;-16;101;0;0;Winter;No Holiday;Yes"
"08/02/2018;217;11;-31;39;12;1495;-151;154;0;0;Winter;No Holiday;Yes"
"08/02/2018;253;12;-15;35;12;1551;-15;19;0;0;Winter;No Holiday;Yes"
"08/02/2018;270;13;3;30;14;1697;-152;211;0;0;Winter;No Holiday;Yes"
"08/02/2018;253;14;9;25;24;1730;-169;209;0;0;Winter;No Holiday;Yes"
"08/02/2018;286;15;14;25;22;1686;-165;181;0;0;Winter;No Holiday;Yes"
"08/02/2018;284;16;2;25;23;1755;-16;13;0;0;Winter;No Holiday;Yes"
"08/02/2018;337;17;15;24;19;1788;-169;72;0;0;Winter;No Holiday;Yes"
"08/02/2018;564;18;-5;26;17;1999;-177;15;0;0;Winter;No Holiday;Yes"
"08/02/2018;378;19;-18;35;14;1558;-152;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;277;20;-28;40;15;1593;-145;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;268;21;-33;42;11;1596;-144;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;233;22;-39;41;4;1462;-152;0;0;0;Winter;No Holiday;Yes"
"08/02/2018;195;23;-43;44;7;1247;-147;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;178;0;-46;38;1;1551;-167;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;159;1;-48;44;11;1432;-152;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;107;2;-51;47;9;1460;-146;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;78;3;-52;48;7;1309;-145;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;46;4;-44;47;9;1343;-14;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;36;5;-42;44;11;1196;-146;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;117;6;-4;41;8;1242;-153;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;273;7;-36;42;9;1258;-146;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;589;8;-33;39;9;1279;-153;2;0;0;Winter;No Holiday;Yes"
"09/02/2018;308;9;-24;36;12;1276;-154;2;0;0;Winter;No Holiday;Yes"
"09/02/2018;199;10;-13;34;5;1192;-151;32;0;0;Winter;No Holiday;Yes"
"09/02/2018;238;11;-2;31;8;1269;-153;5;0;0;Winter;No Holiday;Yes"
"09/02/2018;260;12;16;28;5;1193;-149;88;0;0;Winter;No Holiday;Yes"
"09/02/2018;268;13;26;27;8;1120;-145;82;0;0;Winter;No Holiday;Yes"
"09/02/2018;283;14;4;25;9;1009;-143;106;0;0;Winter;No Holiday;Yes"
"09/02/2018;315;15;5;24;1;1037;-139;116;0;0;Winter;No Holiday;Yes"
"09/02/2018;319;16;6;28;17;1183;-111;103;0;0;Winter;No Holiday;Yes"
"09/02/2018;422;17;48;38;3;1582;-83;47;0;0;Winter;No Holiday;Yes"
"09/02/2018;659;18;41;40;21;1327;-83;1;0;0;Winter;No Holiday;Yes"
"09/02/2018;407;19;33;58;17;1024;-41;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;308;20;3;61;19;842;-38;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;243;21;29;63;1;786;-34;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;263;22;25;66;11;759;-32;0;0;0;Winter;No Holiday;Yes"
"09/02/2018;193;23;2;70;7;689;-29;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;197;0;15;71;11;590;-31;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;237;1;17;71;12;584;-3;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;169;2;19;71;15;584;-28;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;145;3;2;71;12;534;-27;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;79;4;19;74;12;514;-22;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;41;5;18;75;2;484;-21;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;48;6;16;78;16;448;-18;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;97;7;16;81;14;393;-13;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;188;8;16;82;13;349;-11;1;0;0;Winter;No Holiday;Yes"
"10/02/2018;222;9;16;78;2;260;-18;17;0;0;Winter;No Holiday;Yes"
"10/02/2018;223;10;18;73;28;270;-25;69;0;0;Winter;No Holiday;Yes"
"10/02/2018;235;11;26;62;29;294;-39;112;0;0;Winter;No Holiday;Yes"
"10/02/2018;248;12;29;53;47;354;-57;137;0;0;Winter;No Holiday;Yes"
"10/02/2018;296;13;28;31;4;967;-126;142;0;0;Winter;No Holiday;Yes"
"10/02/2018;286;14;22;24;45;1700;-163;166;0;0;Winter;No Holiday;Yes"
"10/02/2018;277;15;2;20;41;1942;-186;149;0;0;Winter;No Holiday;Yes"
"10/02/2018;291;16;3;17;49;2000;-219;87;0;0;Winter;No Holiday;Yes"
"10/02/2018;277;17;-9;19;5;2000;-216;48;0;0;Winter;No Holiday;Yes"
"10/02/2018;216;18;-2;15;56;2000;-252;13;0;0;Winter;No Holiday;Yes"
"10/02/2018;151;19;-31;14;51;2000;-269;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;132;20;-44;19;58;2000;-246;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;124;21;-56;28;41;2000;-212;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;128;22;-62;32;35;2000;-202;0;0;0;Winter;No Holiday;Yes"
"10/02/2018;118;23;-67;35;21;2000;-196;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;112;0;-69;36;21;2000;-195;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;95;1;-7;38;26;2000;-189;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;93;2;-7;42;16;2000;-177;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;58;3;-72;43;2;2000;-176;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;34;4;-75;42;24;1998;-182;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;19;5;-78;39;28;2000;-193;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;39;6;-84;33;14;1963;-218;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;40;7;-92;34;2;1945;-222;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;81;8;-94;29;19;1967;-241;3;0;0;Winter;No Holiday;Yes"
"11/02/2018;126;9;-86;28;15;1786;-238;49;0;0;Winter;No Holiday;Yes"
"11/02/2018;130;10;-69;21;34;1827;-256;116;0;0;Winter;No Holiday;Yes"
"11/02/2018;155;11;-5;25;32;1853;-22;175;0;0;Winter;No Holiday;Yes"
"11/02/2018;174;12;-39;28;29;1921;-197;212;0;0;Winter;No Holiday;Yes"
"11/02/2018;212;13;-24;28;3;1953;-184;235;0;0;Winter;No Holiday;Yes"
"11/02/2018;191;14;-22;29;41;1983;-178;193;0;0;Winter;No Holiday;Yes"
"11/02/2018;181;15;-26;31;27;1987;-174;136;0;0;Winter;No Holiday;Yes"
"11/02/2018;175;16;-36;36;44;2000;-165;67;0;0;Winter;No Holiday;Yes"
"11/02/2018;198;17;-42;47;27;2000;-138;31;0;0;Winter;No Holiday;Yes"
"11/02/2018;150;18;-46;56;36;2000;-12;9;0;0;Winter;No Holiday;Yes"
"11/02/2018;147;19;-52;66;31;2000;-105;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;127;20;-57;67;26;2000;-108;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;119;21;-56;69;22;1984;-103;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;103;22;-58;57;32;1980;-129;0;0;0;Winter;No Holiday;Yes"
"11/02/2018;91;23;-7;49;34;1984;-159;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;103;0;-77;52;32;1982;-158;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;69;1;-79;52;37;1961;-16;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;45;2;-83;49;27;2000;-171;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;21;3;-85;35;27;2000;-212;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;33;4;-86;31;35;2000;-227;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;30;5;-92;37;11;2000;-212;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;109;6;-95;36;15;2000;-218;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;236;7;-95;35;11;2000;-221;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;517;8;-91;33;21;1998;-224;3;0;0;Winter;No Holiday;Yes"
"12/02/2018;262;9;-84;28;22;1947;-237;49;0;0;Winter;No Holiday;Yes"
"12/02/2018;161;10;-67;23;24;1938;-244;125;0;0;Winter;No Holiday;Yes"
"12/02/2018;190;11;-61;25;28;1976;-229;128;0;0;Winter;No Holiday;Yes"
"12/02/2018;202;12;-46;32;42;1874;-188;143;0;0;Winter;No Holiday;Yes"
"12/02/2018;246;13;-27;29;29;1961;-183;229;0;0;Winter;No Holiday;Yes"
"12/02/2018;182;14;-24;30;34;1824;-176;208;0;0;Winter;No Holiday;Yes"
"12/02/2018;228;15;-21;30;39;1933;-173;222;0;0;Winter;No Holiday;Yes"
"12/02/2018;239;16;-24;33;45;1815;-165;155;0;0;Winter;No Holiday;Yes"
"12/02/2018;288;17;-31;36;44;1988;-16;89;0;0;Winter;No Holiday;Yes"
"12/02/2018;475;18;-44;46;35;2000;-143;23;0;0;Winter;No Holiday;Yes"
"12/02/2018;340;19;-49;52;2;2000;-132;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;244;20;-47;55;17;2000;-123;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;253;21;-43;59;3;1239;-111;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;200;22;-42;57;17;2000;-114;0;0;0;Winter;No Holiday;Yes"
"12/02/2018;140;23;-44;58;24;2000;-114;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;158;0;-5;60;18;1995;-115;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;146;1;-55;60;13;1994;-12;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;106;2;-6;58;2;2000;-129;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;70;3;-62;61;13;1992;-125;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;46;4;-64;62;18;1978;-124;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;51;5;-67;64;16;1981;-123;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;96;6;-71;70;1;1977;-116;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;294;7;-72;70;19;1946;-117;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;568;8;-71;68;6;1931;-12;3;0;0;Winter;No Holiday;Yes"
"13/02/2018;285;9;-59;52;14;1935;-141;53;0;0;Winter;No Holiday;Yes"
"13/02/2018;200;10;-24;41;15;1905;-138;119;0;0;Winter;No Holiday;Yes"
"13/02/2018;252;11;-3;40;34;1728;-122;173;0;0;Winter;No Holiday;Yes"
"13/02/2018;281;12;1;41;33;1794;-108;211;0;0;Winter;No Holiday;Yes"
"13/02/2018;256;13;26;40;35;1854;-96;228;0;0;Winter;No Holiday;Yes"
"13/02/2018;300;14;37;39;38;1908;-9;219;0;0;Winter;No Holiday;Yes"
"13/02/2018;295;15;37;40;53;1950;-86;196;0;0;Winter;No Holiday;Yes"
"13/02/2018;328;16;39;41;4;1973;-81;124;0;0;Winter;No Holiday;Yes"
"13/02/2018;410;17;35;46;31;1992;-7;39;0;0;Winter;No Holiday;Yes"
"13/02/2018;604;18;31;50;37;2000;-63;7;0;0;Winter;No Holiday;Yes"
"13/02/2018;406;19;24;57;32;1995;-52;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;323;20;23;59;38;1981;-49;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;290;21;26;57;38;2000;-5;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;291;22;26;57;31;2000;-5;0;0;0;Winter;No Holiday;Yes"
"13/02/2018;211;23;24;59;32;2000;-48;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;178;0;2;65;22;1885;-39;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;213;1;13;67;12;1738;-41;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;129;2;12;64;9;1680;-48;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;101;3;11;65;1;1596;-47;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;51;4;11;67;17;1506;-43;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;56;5;1;68;6;1519;-42;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;108;6;11;66;9;1550;-45;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;292;7;13;66;11;1534;-43;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;606;8;21;65;11;1559;-38;1;0;0;Winter;No Holiday;Yes"
"14/02/2018;326;9;39;64;29;1483;-23;18;0;0;Winter;No Holiday;Yes"
"14/02/2018;241;10;52;65;39;1313;-8;56;0;0;Winter;No Holiday;Yes"
"14/02/2018;288;11;63;67;35;1179;6;52;0;0;Winter;No Holiday;Yes"
"14/02/2018;312;12;69;67;39;986;11;42;0;0;Winter;No Holiday;Yes"
"14/02/2018;349;13;72;65;38;773;1;61;0;0;Winter;No Holiday;Yes"
"14/02/2018;398;14;78;57;35;675;-2;134;0;0;Winter;No Holiday;Yes"
"14/02/2018;461;15;87;48;41;767;-17;168;0;0;Winter;No Holiday;Yes"
"14/02/2018;447;16;8;36;35;1013;-61;109;0;0;Winter;No Holiday;Yes"
"14/02/2018;484;17;66;34;28;1300;-81;42;0;0;Winter;No Holiday;Yes"
"14/02/2018;559;18;51;34;23;1440;-95;9;0;0;Winter;No Holiday;Yes"
"14/02/2018;316;19;39;37;14;1417;-94;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;262;20;28;29;28;1473;-135;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;216;21;17;27;31;1734;-153;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;218;22;3;33;4;1436;-141;0;0;0;Winter;No Holiday;Yes"
"14/02/2018;160;23;-3;35;21;1577;-139;0;0;0;Winter;No Holiday;Yes"
"15/02/2018;126;0;-7;37;35;1716;-136;0;0;0;Winter;Holiday;Yes"
"15/02/2018;123;1;-11;38;28;1999;-136;0;0;0;Winter;Holiday;Yes"
"15/02/2018;112;2;-12;35;22;2000;-147;0;0;0;Winter;Holiday;Yes"
"15/02/2018;74;3;-14;34;21;2000;-152;0;0;0;Winter;Holiday;Yes"
"15/02/2018;58;4;-19;34;3;2000;-157;0;0;0;Winter;Holiday;Yes"
"15/02/2018;32;5;-24;33;31;2000;-165;0;0;0;Winter;Holiday;Yes"
"15/02/2018;39;6;-26;38;1;2000;-15;0;0;0;Winter;Holiday;Yes"
"15/02/2018;55;7;-3;40;9;2000;-147;0;0;0;Winter;Holiday;Yes"
"15/02/2018;112;8;-3;38;1;2000;-154;0;0;0;Winter;Holiday;Yes"
"15/02/2018;112;9;-35;30;15;1980;-186;0;0;0;Winter;Holiday;Yes"
"15/02/2018;127;10;-16;26;19;1980;-186;129;0;0;Winter;Holiday;Yes"
"15/02/2018;170;11;1;22;2;2000;-191;184;0;0;Winter;Holiday;Yes"
"15/02/2018;174;12;17;20;3;1983;-189;228;0;0;Winter;Holiday;Yes"
"15/02/2018;240;13;22;18;34;1942;-197;23;0;0;Winter;Holiday;Yes"
"15/02/2018;270;14;29;14;43;2000;-22;229;0;0;Winter;Holiday;Yes"
"15/02/2018;276;15;38;17;32;2000;-19;197;0;0;Winter;Holiday;Yes"
"15/02/2018;273;16;32;16;3;2000;-202;145;0;0;Winter;Holiday;Yes"
"15/02/2018;236;17;24;17;31;1990;-202;78;0;0;Winter;Holiday;Yes"
"15/02/2018;190;18;11;18;25;2000;-206;2;0;0;Winter;Holiday;Yes"
"15/02/2018;166;19;1;21;29;2000;-197;0;0;0;Winter;Holiday;Yes"
"15/02/2018;148;20;-4;27;22;2000;-171;0;0;0;Winter;Holiday;Yes"
"15/02/2018;134;21;-11;32;24;2000;-157;0;0;0;Winter;Holiday;Yes"
"15/02/2018;145;22;-19;30;8;2000;-172;0;0;0;Winter;Holiday;Yes"
"15/02/2018;92;23;-25;31;14;1996;-173;0;0;0;Winter;Holiday;Yes"
"16/02/2018;105;0;-33;35;18;1977;-166;0;0;0;Winter;Holiday;Yes"
"16/02/2018;77;1;-36;35;2;1943;-168;0;0;0;Winter;Holiday;Yes"
"16/02/2018;47;2;-41;38;12;1996;-163;0;0;0;Winter;Holiday;Yes"
"16/02/2018;36;3;-44;37;17;1989;-169;0;0;0;Winter;Holiday;Yes"
"16/02/2018;35;4;-45;42;14;1944;-155;0;0;0;Winter;Holiday;Yes"
"16/02/2018;28;5;-5;44;9;1976;-153;0;0;0;Winter;Holiday;Yes"
"16/02/2018;30;6;-52;42;7;1980;-161;0;0;0;Winter;Holiday;Yes"
"16/02/2018;49;7;-54;41;3;2000;-166;0;0;0;Winter;Holiday;Yes"
"16/02/2018;68;8;-54;38;7;2000;-175;4;0;0;Winter;Holiday;Yes"
"16/02/2018;48;9;-43;33;7;1923;-182;6;0;0;Winter;Holiday;Yes"
"16/02/2018;78;10;-13;32;15;1933;-159;124;0;0;Winter;Holiday;Yes"
"16/02/2018;93;11;1;25;14;1782;-168;17;0;0;Winter;Holiday;Yes"
"16/02/2018;137;12;22;19;14;1946;-191;201;0;0;Winter;Holiday;Yes"
"16/02/2018;169;13;35;17;32;1971;-193;22;0;0;Winter;Holiday;Yes"
"16/02/2018;196;14;42;18;33;1976;-18;225;0;0;Winter;Holiday;Yes"
"16/02/2018;243;15;4;26;35;2000;-138;175;0;0;Winter;Holiday;Yes"
"16/02/2018;189;16;33;38;38;1921;-96;133;0;0;Winter;Holiday;Yes"
"16/02/2018;210;17;25;48;42;1979;-74;76;0;0;Winter;Holiday;Yes"
"16/02/2018;165;18;14;56;32;1932;-64;22;0;0;Winter;Holiday;Yes"
"16/02/2018;126;19;6;59;23;1939;-65;0;0;0;Winter;Holiday;Yes"
"16/02/2018;150;20;2;61;19;1956;-64;0;0;0;Winter;Holiday;Yes"
"16/02/2018;114;21;1;67;25;1451;-53;0;0;0;Winter;Holiday;Yes"
"16/02/2018;116;22;-6;70;34;1204;-54;0;0;0;Winter;Holiday;Yes"
"16/02/2018;84;23;-2;51;32;1336;-108;0;0;0;Winter;Holiday;Yes"
"17/02/2018;79;0;-27;41;32;1695;-141;0;0;0;Winter;Holiday;Yes"
"17/02/2018;71;1;-31;36;35;2000;-16;0;0;0;Winter;Holiday;Yes"
"17/02/2018;56;2;-38;30;39;2000;-188;0;0;0;Winter;Holiday;Yes"
"17/02/2018;34;3;-45;28;3;2000;-203;0;0;0;Winter;Holiday;Yes"
"17/02/2018;20;4;-52;28;25;2000;-209;0;0;0;Winter;Holiday;Yes"
"17/02/2018;14;5;-57;31;23;1999;-201;0;0;0;Winter;Holiday;Yes"
"17/02/2018;39;6;-62;32;25;2000;-202;0;0;0;Winter;Holiday;Yes"
"17/02/2018;35;7;-68;32;16;2000;-207;0;0;0;Winter;Holiday;Yes"
"17/02/2018;80;8;-71;30;17;1991;-217;4;0;0;Winter;Holiday;Yes"
"17/02/2018;98;9;-65;26;24;1874;-228;64;0;0;Winter;Holiday;Yes"
"17/02/2018;103;10;-43;21;14;1908;-234;134;0;0;Winter;Holiday;Yes"
"17/02/2018;155;11;-28;19;26;1957;-232;191;0;0;Winter;Holiday;Yes"
"17/02/2018;183;12;-13;17;15;1998;-232;228;0;0;Winter;Holiday;Yes"
"17/02/2018;193;13;-4;15;24;1938;-239;246;0;0;Winter;Holiday;Yes"
"17/02/2018;258;14;-1;15;4;2000;-237;239;0;0;Winter;Holiday;Yes"
"17/02/2018;273;15;1;14;46;2000;-235;212;0;0;Winter;Holiday;Yes"
"17/02/2018;267;16;13;15;42;2000;-225;163;0;0;Winter;Holiday;Yes"
"17/02/2018;250;17;6;17;33;2000;-217;79;0;0;Winter;Holiday;Yes"
"17/02/2018;223;18;-3;17;19;2000;-224;2;0;0;Winter;Holiday;Yes"
"17/02/2018;169;19;-15;32;25;2000;-16;0;0;0;Winter;Holiday;Yes"
"17/02/2018;145;20;-21;38;2;2000;-145;0;0;0;Winter;Holiday;Yes"
"17/02/2018;133;21;-23;38;23;2000;-147;0;0;0;Winter;Holiday;Yes"
"17/02/2018;123;22;-27;42;22;2000;-138;0;0;0;Winter;Holiday;Yes"
"17/02/2018;117;23;-29;31;38;2000;-177;0;0;0;Winter;Holiday;Yes"
"18/02/2018;99;0;-36;33;17;2000;-175;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;103;1;-44;33;14;2000;-182;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;86;2;-47;33;1;2000;-185;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;56;3;-45;26;0;2000;-211;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;37;4;-41;27;6;2000;-203;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;22;5;-4;28;5;2000;-198;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;38;6;-41;30;11;2000;-191;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;52;7;-46;31;12;2000;-192;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;92;8;-48;31;8;2000;-193;2;0;0;Winter;No Holiday;Yes"
"18/02/2018;137;9;-41;30;5;2000;-191;28;0;0;Winter;No Holiday;Yes"
"18/02/2018;156;10;-18;23;6;2000;-202;8;0;0;Winter;No Holiday;Yes"
"18/02/2018;183;11;0;20;8;1975;-203;105;0;0;Winter;No Holiday;Yes"
"18/02/2018;263;12;22;17;1;1979;-204;175;0;0;Winter;No Holiday;Yes"
"18/02/2018;337;13;37;17;14;2000;-191;198;0;0;Winter;No Holiday;Yes"
"18/02/2018;372;14;41;17;18;1996;-188;187;0;0;Winter;No Holiday;Yes"
"18/02/2018;440;15;5;16;2;1970;-188;142;0;0;Winter;No Holiday;Yes"
"18/02/2018;404;16;51;16;18;1998;-187;117;0;0;Winter;No Holiday;Yes"
"18/02/2018;354;17;42;17;25;1990;-187;66;0;0;Winter;No Holiday;Yes"
"18/02/2018;310;18;28;25;3;2000;-153;22;0;0;Winter;No Holiday;Yes"
"18/02/2018;238;19;15;30;26;2000;-142;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;213;20;6;33;19;2000;-138;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;226;21;2;32;11;1951;-145;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;191;22;-3;34;16;1981;-142;0;0;0;Winter;No Holiday;Yes"
"18/02/2018;153;23;-7;37;9;1814;-136;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;148;0;-11;39;17;1832;-133;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;101;1;-14;42;11;1805;-126;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;59;2;-14;41;11;1582;-129;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;42;3;-14;41;16;1870;-129;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;50;4;-19;44;7;1907;-125;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;59;5;-18;44;5;1862;-124;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;139;6;-14;46;3;1651;-115;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;349;7;-9;45;9;1820;-113;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;646;8;-12;51;8;1800;-10;5;0;0;Winter;No Holiday;Yes"
"19/02/2018;347;9;-6;43;5;1596;-116;52;0;0;Winter;No Holiday;Yes"
"19/02/2018;235;10;26;45;12;1230;-81;117;0;0;Winter;No Holiday;Yes"
"19/02/2018;314;11;43;44;23;1091;-69;177;0;0;Winter;No Holiday;Yes"
"19/02/2018;361;12;47;43;21;1131;-68;138;0;0;Winter;No Holiday;Yes"
"19/02/2018;332;13;51;41;18;1097;-7;103;0;0;Winter;No Holiday;Yes"
"19/02/2018;373;14;56;38;16;1087;-76;11;0;0;Winter;No Holiday;Yes"
"19/02/2018;392;15;63;35;26;991;-8;12;0;0;Winter;No Holiday;Yes"
"19/02/2018;403;16;63;35;29;1117;-8;11;0;0;Winter;No Holiday;Yes"
"19/02/2018;522;17;57;36;3;1073;-82;57;0;0;Winter;No Holiday;Yes"
"19/02/2018;819;18;47;43;24;938;-68;19;0;0;Winter;No Holiday;Yes"
"19/02/2018;533;19;36;55;16;728;-46;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;417;20;24;60;19;661;-45;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;388;21;18;63;12;604;-45;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;357;22;1;69;7;525;-4;0;0;0;Winter;No Holiday;Yes"
"19/02/2018;218;23;5;73;15;465;-37;0;0;0;Winter;No Holiday;Yes"
"20/02/2018;177;0;0;75;23;394;-39;0;0;0;Winter;No Holiday;Yes"
"20/02/2018;172;1;-5;76;16;402;-42;0;0;0;Winter;No Holiday;Yes"
"20/02/2018;115;2;-8;76;8;421;-45;0;0;0;Winter;No Holiday;Yes"
"20/02/2018;63;3;-13;80;7;392;-43;0;0;0;Winter;No Holiday;Yes"
"20/02/2018;64;4;-16;83;6;368;-41;0;0;0;Winter;No Holiday;Yes"
